CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A MARZO 2020;CON LA INFORMACION SUMINISTRADA POR LAS OFICINAS REGIONALES
ESTACION : 26103
NOMBRE : TRINCHERAS
ESTADO : SONORA
MUNICIPIO : TRINCHERAS
SITUACI�N : OPERANDO
ORGANISMO : CONAGUA-DGE
CVE-OMM : Nulo
LATITUD : 030.399�
LONGITUD : -111.531�
ALTITUD : 510 msnm
EMISION : 06/04/2020
 PRECIP EVAP TMAX TMIN
13/01/1962 0 Nulo 24 7
14/01/1962 0 Nulo 12 5
15/01/1962 0 Nulo 24 0
16/01/1962 0 Nulo 22 3
17/01/1962 0 Nulo 27 7
18/01/1962 0 Nulo 23 4
19/01/1962 0 Nulo 29 3
20/01/1962 0 Nulo 22 6
21/01/1962 0 Nulo 25 6
22/01/1962 6 Nulo 22 9
23/01/1962 1 Nulo 26 5
24/01/1962 2 Nulo 25 9
25/01/1962 0 Nulo 22 8
26/01/1962 0 Nulo 24 6
27/01/1962 0 Nulo 29 8
28/01/1962 0 Nulo 26 6
29/01/1962 0 Nulo 34 5
30/01/1962 0 Nulo 28 6
31/01/1962 0 Nulo 29 5
01/02/1962 0 Nulo 26 6
02/02/1962 0 Nulo 27 6
03/02/1962 0 Nulo 27 6
04/02/1962 0 Nulo 27 7
05/02/1962 0 Nulo 28 6
06/02/1962 0 Nulo 28 7
07/02/1962 0 Nulo 29 9
08/02/1962 0 Nulo 28 10
09/02/1962 0 Nulo 31 11
10/02/1962 0 Nulo 32 13
11/02/1962 0 Nulo 21 10
12/02/1962 1 Nulo 28 3
13/02/1962 0 Nulo 31 1
14/02/1962 0 Nulo 32 2
15/02/1962 0 Nulo 34 1
16/02/1962 0 Nulo 33 4
17/02/1962 0 Nulo 27 8
18/02/1962 0 Nulo 29 4
19/02/1962 0 Nulo 31 3
20/02/1962 0 Nulo 26 2
21/02/1962 4 Nulo 27 1
22/02/1962 0 Nulo 24 5
23/02/1962 0 Nulo 29 5
24/02/1962 0 Nulo 31 1
25/02/1962 0 Nulo 27 6
26/02/1962 0 Nulo 24 3
27/02/1962 0 Nulo 20 0
28/02/1962 0 Nulo 25 1
01/03/1962 0 Nulo 30 8
02/03/1962 0 Nulo 31 7
03/03/1962 0 Nulo 27 6
04/03/1962 0 Nulo 31 11
05/03/1962 0 Nulo 35 7
06/03/1962 1 Nulo 32 0
07/03/1962 11 Nulo 23 0.5
08/03/1962 0 Nulo 22 1
09/03/1962 0 Nulo 26 3
10/03/1962 0 Nulo 25 1
11/03/1962 0 Nulo 25 7
12/03/1962 0 Nulo 27 9
13/03/1962 0 Nulo 26 11
14/03/1962 0 Nulo 27 10
15/03/1962 0 Nulo 31 10
16/03/1962 0 Nulo 34 8
17/03/1962 0 Nulo 29 5
18/03/1962 0 Nulo 34 5
19/03/1962 4 Nulo 29 5
20/03/1962 0 Nulo 28 4
21/03/1962 0 Nulo 29 5
22/03/1962 0 Nulo 31 5
23/03/1962 0 Nulo 26 7
24/03/1962 0 Nulo 30 9
25/03/1962 0 Nulo 34 7
26/03/1962 0 Nulo 42 1
27/03/1962 0 Nulo 31 3
28/03/1962 0 Nulo 38 2
29/03/1962 0 Nulo 31 1
30/03/1962 0 Nulo 33 6
31/03/1962 0 Nulo 30 4
01/04/1962 0 Nulo 26 15
02/04/1962 0 Nulo 28 15
03/04/1962 0 Nulo 24 14
04/04/1962 0 Nulo 26 14
05/04/1962 0 Nulo 27 15
06/04/1962 0 Nulo 28 12
07/04/1962 0 Nulo 26 12
08/04/1962 0 Nulo 32 13
09/04/1962 0 9.2 30 15
10/04/1962 0 15.9 30 15
11/04/1962 0 2.2 30 12
12/04/1962 0 11.1 30 13
13/04/1962 0 11.6 36 16
14/04/1962 0 12 36 17
15/04/1962 0 12.8 36 17
16/04/1962 0 12 35 18
17/04/1962 0 13.2 35 17
18/04/1962 0 15.9 36 15
19/04/1962 0 12.3 35 17
20/04/1962 0 12.1 34 18
21/04/1962 0 8.3 31 17
22/04/1962 0 11 30 17
23/04/1962 0 Nulo 30 15
24/04/1962 0 Nulo 32 17
25/04/1962 0 12.2 30 17
26/04/1962 0 11.4 28 12
27/04/1962 0 10 29 12
28/04/1962 0 11.4 31 15
29/04/1962 0 10.2 30 18
30/04/1962 0 10 31 13
01/05/1962 0 9.1 31 11
02/05/1962 0 9.6 33 12
03/05/1962 0 5.9 35 15
04/05/1962 0 14.8 35 17
05/05/1962 0 10 35 20
06/05/1962 0 14.2 38 19
07/05/1962 0 10.9 36 17
08/05/1962 0 11.5 36 20
09/05/1962 0 14.7 35 19
10/05/1962 0 14.1 35 20
11/05/1962 0 11 33 17
12/05/1962 0 13.9 35 19
13/05/1962 0 10 36 19
14/05/1962 0 12.1 36 17
15/05/1962 0 13 35 17
16/05/1962 0 12.4 35 17
17/05/1962 0 14.1 35 19
18/05/1962 0 11 37 17
19/05/1962 0 14.5 35 20
20/05/1962 0 17 35 19
21/05/1962 0 11.4 33 14
22/05/1962 0 12.3 35 17
23/05/1962 0 12.3 37 19
24/05/1962 0 12.2 37 19
25/05/1962 0 13 35 17
26/05/1962 0 12.8 37 17
27/05/1962 0 12.2 33 19
28/05/1962 0 11.2 38 18
29/05/1962 0 12.2 35 17
30/05/1962 0 14.3 35 18
31/05/1962 0 13 37 17
01/06/1962 0 12.3 31 16
02/06/1962 0 14.2 35 17
03/06/1962 0 12 37 17
04/06/1962 0 11.2 34 19
05/06/1962 0 13 35 16
06/06/1962 0 12.3 32 17
07/06/1962 0 9.9 35 14
08/06/1962 0 7.3 35 15
09/06/1962 0 11.1 37 14
10/06/1962 0 12.2 35 17
11/06/1962 0 10.8 37 15
12/06/1962 0 11.3 35 15
13/06/1962 0 13.1 38 17
14/06/1962 0 14.1 37 17
15/06/1962 0 12.3 37 17
16/06/1962 0 13.1 35 17
17/06/1962 0 11.2 37 17
18/06/1962 0 12.2 35 13
19/06/1962 0 12 35 14
20/06/1962 0 12.3 37 14
21/06/1962 0 5 37 15
22/06/1962 0 14.1 36 15
23/06/1962 0 13.2 37 17
24/06/1962 0 12.2 37 17
25/06/1962 0 12 37 17
26/06/1962 0 14.1 35 19
27/06/1962 0 6 37 14
28/06/1962 0 13.4 35 17
29/06/1962 0 12.4 37 19
30/06/1962 0 11 35 17
01/07/1962 0 10.2 46 20
02/07/1962 0 12.6 48 19
03/07/1962 0 9.9 48 18
04/07/1962 0 12.7 48 16
05/07/1962 0 10.5 40 18
06/07/1962 0 10.9 41 19
07/07/1962 0 8.7 43 22
08/07/1962 0 7.4 39 23
09/07/1962 0 9.5 38 26
10/07/1962 0 12.8 41 22
11/07/1962 0 9.2 43 22
12/07/1962 0 11.9 40 26
13/07/1962 0 11 38 25
14/07/1962 0 15.8 38 17
15/07/1962 0 12.2 40 18
16/07/1962 0 10.6 42 19
17/07/1962 0 10 42 22
18/07/1962 0 2.9 41 25
19/07/1962 3 4.9 41 20
20/07/1962 0 11.4 41 12
21/07/1962 0 15.8 40 18
22/07/1962 0 4.1 40 14
23/07/1962 0 13 48 20
24/07/1962 0 7.3 42 20
25/07/1962 0 10.9 38 17
26/07/1962 19 8.6 33 21
27/07/1962 8 8.6 32 19
28/07/1962 2 9.8 32 19
29/07/1962 0 10.9 38 21
30/07/1962 0 8.2 45 24
31/07/1962 0 7.7 46 23
01/08/1962 0 9.1 48 24
02/08/1962 0 11.2 46 25
03/08/1962 0 10.2 48 25
04/08/1962 0 11 48 22
05/08/1962 0 2.8 42 20
06/08/1962 0 9.8 46 19
07/08/1962 0 8.2 48 22
08/08/1962 0 10.2 46 24
09/08/1962 0 9.9 47 25
10/08/1962 0 6.1 48 25
11/08/1962 15 8.6 45 28
12/08/1962 0 9.4 43 20
13/08/1962 0 9.8 42 22
14/08/1962 0 11.2 42 26
15/08/1962 0 9 44 27
16/08/1962 28 11.9 43 26
17/08/1962 0 12.9 41 23
18/08/1962 0 11.9 42 22
19/08/1962 0 10.2 42 23
20/08/1962 0 9.4 41 25
21/08/1962 0 8.4 42 24
22/08/1962 55 7.9 40 25
23/08/1962 0 7.9 42 19
24/08/1962 0 8.4 43 18
25/08/1962 0 12.2 42 23
26/08/1962 0 11.2 41 22
27/08/1962 0 9 42 21
28/08/1962 4 13.5 41 18
29/08/1962 0 10.2 42 20
30/08/1962 0 6 46 21
31/08/1962 0 7.2 47 20
01/10/1962 0 3.9 37 14
02/10/1962 0 3.4 38 20
03/10/1962 0 3.8 32 18
04/10/1962 0 7.3 37 11
05/10/1962 0 4.1 31 9
06/10/1962 0 5.8 31 19
07/10/1962 0 6 30 18
08/10/1962 0 5.4 34 11
09/10/1962 0 6.3 36 18
10/10/1962 0 5 35 17
11/10/1962 0 5.4 39 18
12/10/1962 0 6.2 35 16
13/10/1962 0 6.9 37 18
14/10/1962 0 7.1 36 19
15/10/1962 0 11.7 32 18
16/10/1962 0 3 32 12
17/10/1962 0 3 36 14
18/10/1962 0 4 29 10
19/10/1962 0 5.2 28 11
20/10/1962 0 4.1 27 12
21/10/1962 0 6.2 26 14
22/10/1962 0 6.4 28 13
23/10/1962 0 6 35 13
24/10/1962 0 6 34 14
25/10/1962 0 6 33 10
26/10/1962 0 5 32 11
27/10/1962 0 7 32 10
28/10/1962 0 4 33 14
29/10/1962 0 5 34 13
30/10/1962 0 5 35 12
31/10/1962 0 7 30 11
01/11/1962 0 6.8 34 12
02/11/1962 0 6.2 34 12
03/11/1962 0 7.5 34 14
04/11/1962 0 5.1 34 14
05/11/1962 0 4.7 32 12
06/11/1962 0 3.7 31 11
07/11/1962 0 7.4 32 10
08/11/1962 0 4.9 34 12
09/11/1962 0 6.2 34 12
10/11/1962 0 5.7 31 13
11/11/1962 0 6.3 32 11
12/11/1962 0 2.7 34 12
13/11/1962 0 3.3 32 14
14/11/1962 0 4.7 28 16
15/11/1962 0 2.5 20 9
16/11/1962 0 2.9 35 7
17/11/1962 0 3.7 22 2
18/11/1962 0 4 20 0
19/11/1962 0 5.1 18 0
20/11/1962 0 6.2 20 3
21/11/1962 0 2.6 19 5
22/11/1962 0 5.2 28 8
23/11/1962 0 2.1 17 11
24/11/1962 0 4.6 28 9
25/11/1962 0 3.3 27 6
26/11/1962 0 5.8 27 7
27/11/1962 0 2.8 28 7
28/11/1962 0 4.9 29 11
29/11/1962 14.5 5 26 9
30/11/1962 0 3.8 16 6
01/12/1962 0 2.6 21 8
02/12/1962 6 3.8 25 8
03/12/1962 0 1.9 16 4
04/12/1962 0 1.9 17 3
05/12/1962 0 2 20 4
06/12/1962 0 1.4 21 4.5
07/12/1962 0 1.5 22 7
08/12/1962 0 2.3 23 7
09/12/1962 0 2.1 20 3
10/12/1962 0 2.1 18 6
11/12/1962 0 2.7 17 8
12/12/1962 0 2.4 13 6
13/12/1962 0 2.3 8 -6
14/12/1962 0 2 12 -6
15/12/1962 0 2.8 11 -5
16/12/1962 0 2.9 12 -2
17/12/1962 0 2.5 22 -1
18/12/1962 0 3.1 20 2
19/12/1962 0 3.1 15 2.5
20/12/1962 0 0.5 15 5.5
21/12/1962 0 2.4 19 -4
22/12/1962 0 3 21 -2
23/12/1962 0 4 23 -1
24/12/1962 0 3 25 2
25/12/1962 0 4 24 4
26/12/1962 0 5 24 5
27/12/1962 0 4.1 22 6
28/12/1962 0 3.3 21 4
29/12/1962 0 2.1 21 6
30/12/1962 0 6 29 8
31/12/1962 0 4.9 29 8
01/01/1963 0 2.5 21 8.5
02/01/1963 6 2.2 25 8
03/01/1963 0 1 16 8
04/01/1963 0 1.2 17 4
05/01/1963 0 0.9 20 3
06/01/1963 0 1.2 21 5
07/01/1963 0 1 22 7
08/01/1963 0 1.9 23 7
09/01/1963 0 2.7 20 3
10/01/1963 0 2 18 6
11/01/1963 0 1.1 17 7
12/01/1963 0 1.8 13 6
13/01/1963 0 1.8 8 -6
14/01/1963 0 2.3 12 -6
15/01/1963 0 1.4 11 -5
16/01/1963 0 2.2 12 -2
17/01/1963 0 3.2 22 -1
18/01/1963 0 3.2 20 2
19/01/1963 0 0.7 15 2.5
20/01/1963 0 3.4 15 -8
21/01/1963 0 3.8 19 -4
22/01/1963 0 3.8 21 -2
23/01/1963 0 3.4 23 1
24/01/1963 0 4.6 25 2
25/01/1963 0 5.2 24 4
26/01/1963 0 3.2 24 5
27/01/1963 0 1.6 22 6
28/01/1963 0 1.4 21 4
29/01/1963 0 2.3 21 6
30/01/1963 0 6.3 29 8
31/01/1963 0 3.6 29 8
01/02/1963 0 5.7 29 9
02/02/1963 0 5.1 30 8
03/02/1963 0 4.9 33 10
04/02/1963 0 6.4 33 11
05/02/1963 0 5.6 32 11
06/02/1963 0 5.1 33 10
07/02/1963 0 6.1 34 10
08/02/1963 0 6.6 31 11
09/02/1963 0 6.2 25 12
10/02/1963 3 7.4 20 11
11/02/1963 2 5 18 9
12/02/1963 2 1.7 20 6
13/02/1963 0 3.1 19 1
14/02/1963 0 4.1 20 0
15/02/1963 0 3 21 -2
16/02/1963 0 1.1 21 3
17/02/1963 0 3.7 11 3
18/02/1963 0 1.8 22 2
19/02/1963 0 4.4 20 3
20/02/1963 0 5 23 4
21/02/1963 0 4.8 27 8
22/02/1963 0 5.6 19 8
23/02/1963 0 6.4 25 6
24/02/1963 0 5.3 28 7
25/02/1963 0 6.6 29 6
26/02/1963 0 6.1 32 7
27/02/1963 0 8.1 32 10
28/02/1963 0 6.7 21 3
01/03/1963 0 6.2 22 5
02/03/1963 0 4.9 30 4
03/03/1963 0 7.1 23 8
04/03/1963 0 5.2 18 1
05/03/1963 0 7.4 21 -2
06/03/1963 0 6.1 22 -2
07/03/1963 0 5.5 26 2
08/03/1963 0 6.6 21 6
09/03/1963 0 7.6 28 5
10/03/1963 0 6.2 26 3
11/03/1963 0 5.1 21 4
12/03/1963 0 6.2 25 5
13/03/1963 0 5.5 21 6
14/03/1963 0 7.6 26 6
15/03/1963 0 7.6 21 6
16/03/1963 0 7 24 4
17/03/1963 4 8.5 20 7
18/03/1963 0 3.2 13 5
19/03/1963 0 5.2 24 0
20/03/1963 0 5.1 28 5
21/03/1963 0 6.7 29 6
22/03/1963 0 8.2 30 9
23/03/1963 0 7.9 30 9
24/03/1963 0 6.8 28 6
25/03/1963 0 6.4 30 6
26/03/1963 0 8.1 31 7
27/03/1963 0 8.1 32 7
28/03/1963 0 7.7 34 11
29/03/1963 0 6 32 7
30/03/1963 0 7.3 32 7
31/03/1963 0 7.8 32 6
01/04/1963 0 7.2 26 6
02/04/1963 0 4 22 1
03/04/1963 0 4.5 25 4
04/04/1963 0 8.1 30 6
05/04/1963 0 8 30 10
06/04/1963 0 7.8 32 11
07/04/1963 0 9.7 30 13
08/04/1963 0 10.1 35 17
09/04/1963 0 8.2 30 9
10/04/1963 0 6.3 30 7
11/04/1963 0 7.2 30 6
12/04/1963 0 2.8 34 11
13/04/1963 0 8.8 37 13
14/04/1963 0 6.5 32 9
15/04/1963 0 5 36 4
16/04/1963 0 4.8 29 2
17/04/1963 0 5.5 23 3
18/04/1963 0 7.1 23 3
19/04/1963 0 8 22 8
20/04/1963 0 9 30 8
21/04/1963 0 9 28 8
22/04/1963 0 5.6 26 5
23/04/1963 0 8.8 31 9
24/04/1963 0 9 33 14
25/04/1963 6 3.8 22 9
26/04/1963 0 6.8 23 4
27/04/1963 0 7.1 23 4
28/04/1963 0 7 28 6
29/04/1963 0 9.2 32 10
30/04/1963 0 8.7 34 12
01/05/1963 0 5 34 10
02/05/1963 0 9.8 35 10
03/05/1963 0 13.4 34 12
04/05/1963 0 11.1 35 12
05/05/1963 0 10.6 36 11
06/05/1963 0 10.8 40 10
07/05/1963 0 12.3 40 18
08/05/1963 0 9.2 35 20
09/05/1963 0 11.5 35 19
10/05/1963 0 10.4 35 18
11/05/1963 0 9 33 15
12/05/1963 0 9 33 8
13/05/1963 0 10.9 38 8
14/05/1963 0 11.3 39 15
15/05/1963 0 12.8 37 18
16/05/1963 0 11.1 38 16
17/05/1963 0 12.9 39 14
18/05/1963 0 11 40 16
19/05/1963 0 10.2 38 18
20/05/1963 0 7.1 39 13
21/05/1963 0 13.1 38 17
22/05/1963 0 10 39 17
23/05/1963 0 9.8 36 17
24/05/1963 0 11.1 37 19
25/05/1963 0 13.1 35 13
26/05/1963 0 12 35 16
27/05/1963 0 11.9 37 14
28/05/1963 0 10.2 37 15
29/05/1963 0 9.5 32 15
30/05/1963 0 10.5 37 13
31/05/1963 0 11.3 36 11
01/06/1963 0 9.8 32 13
02/06/1963 0 12.2 35 13
03/06/1963 0 14.6 36 17
04/06/1963 0 13 35 18
05/06/1963 0 13.8 35 14
06/06/1963 0 5.4 34 16
07/06/1963 0 3.6 33 16
08/06/1963 0 8.6 34 10
09/06/1963 0 11.4 35 10
10/06/1963 0 14.1 35 15
11/06/1963 0 13.3 35 19
12/06/1963 0 13.6 35 10
13/06/1963 0 9.6 36 12
14/06/1963 0 12.8 37 13
15/06/1963 0 12 40 12
16/06/1963 0 8.6 38 11
17/06/1963 0 14.9 41 12
18/06/1963 0 15.8 42 21
19/06/1963 0 14.1 42 22
20/06/1963 0 16 41 19
21/06/1963 0 15.3 40 20
22/06/1963 0 9.1 38 19
23/06/1963 0 11.2 38 17
24/06/1963 0 10.9 39 16
25/06/1963 0 8.8 40 14
26/06/1963 0 5 41 13
27/06/1963 0 8 42 19
28/06/1963 0 15.6 42 17
29/06/1963 0 16.6 38 23
30/06/1963 0 13.4 38 20
01/07/1963 0 13.3 40 22
02/07/1963 0 10.1 42 21
03/07/1963 7 9.9 42 22
04/07/1963 0 10.8 38 23
05/07/1963 0 10.4 38 22
06/07/1963 0 10.2 39 23
07/07/1963 0 11.9 38 23
08/07/1963 0 10.8 42 26
09/07/1963 0 10 40 26
10/07/1963 0 13 40 23
11/07/1963 0 9.8 37 22
12/07/1963 0 8.9 40 24
13/07/1963 0 12.3 42 24
14/07/1963 0 13.5 38 26
15/07/1963 0 7.6 39 27
16/07/1963 0 5.5 40 28
17/07/1963 0 11.9 41 26
18/07/1963 20 11.9 43 26
19/07/1963 0 8.2 39 21
20/07/1963 0 10.6 40 24
21/07/1963 0 10 44 25
22/07/1963 0 7.8 37 24
23/07/1963 0 8.8 42 23
24/07/1963 0 15.2 33 24
25/07/1963 0 8.6 46 22
26/07/1963 0 11 40 21
27/07/1963 0 10.2 31 21
28/07/1963 4.5 8.6 30 20
29/07/1963 13 3 30 21
30/07/1963 0 6.1 32 20
31/07/1963 0 5.5 41 21
01/08/1963 0 4.4 37 24
02/08/1963 0 7 36 23
03/08/1963 0 5 37 23
04/08/1963 0 6 36 21
05/08/1963 0 8.9 31 22
06/08/1963 5.5 8.5 31 20
07/08/1963 0 2 35 20
08/08/1963 0 1 37 22
09/08/1963 0 6 39 21
10/08/1963 0 8 40 23
11/08/1963 0 8 42 22
12/08/1963 2 12 39 20
13/08/1963 30 9 31 18
14/08/1963 3 9 33 20
15/08/1963 5 7 30 21
16/08/1963 0 6 33 12
17/08/1963 0 10 36 22
18/08/1963 0 9.9 36 22
19/08/1963 0 8.5 37 23
20/08/1963 0 5.9 32 22
21/08/1963 0 5.5 35 23
22/08/1963 0 7.2 35 22
23/08/1963 0 6 36 21
24/08/1963 0 5 31 21
25/08/1963 14 3 37 18
26/08/1963 0 10 32 21
27/08/1963 0 5 30 20
28/08/1963 0 6 36 21
29/08/1963 0 7 36 20
30/08/1963 0 4 34 20
31/08/1963 0 7.9 36 23
01/09/1963 0 7 35 21
02/09/1963 0 3.1 38 21
03/09/1963 0 6 30 20
04/09/1963 0 7 34 18
05/09/1963 0 7 31 18
06/09/1963 0 9 38 19
07/09/1963 0 11.3 40 22
08/09/1963 0 12.2 41 22
09/09/1963 0 13 41 22
10/09/1963 0.2 13.1 42 20
11/09/1963 0 6.1 40 20
12/09/1963 0 7 39 23
13/09/1963 0 7 39 20
14/09/1963 0 4 35 19
15/09/1963 0 5 34 20
16/09/1963 0 6 37 21
17/09/1963 0 9 34 20
18/09/1963 0 6 36 18
19/09/1963 0 6 36 16
20/09/1963 0 8 35 15
21/09/1963 0 7 35 15
22/09/1963 0 7 38 20
23/09/1963 0 6 40 21
24/09/1963 0 9 41 21
25/09/1963 0 5 40 22
26/09/1963 0 7 38 20
27/09/1963 0 9 39 20
28/09/1963 0 7 39 17
29/09/1963 0 9 38 18
30/09/1963 0 11 37 17
01/10/1963 0 2 38 16
02/10/1963 0 6 39 18
03/10/1963 0 7 37 18
04/10/1963 0 6 36 19
05/10/1963 0 6 38 17
06/10/1963 0 7 38 17
07/10/1963 0 8 38 14
08/10/1963 0 8 38 15
09/10/1963 0 8 38 16
10/10/1963 0 6 36 17
11/10/1963 0 5 37 16
12/10/1963 0 7 34 15
13/10/1963 0 7 34 14
14/10/1963 0 6 35 12
15/10/1963 0 7 33 17
16/10/1963 0 8 32 14
17/10/1963 0 4 30 17
18/10/1963 0 3 27 16
19/10/1963 0 5 27 9
20/10/1963 0 4 31 10
21/10/1963 0 5 33 13
22/10/1963 0 4 32 14
23/10/1963 0 5 30 16
24/10/1963 0 5 33 12
25/10/1963 0 3 31 13
26/10/1963 0 3 32 14
27/10/1963 0 3 30 13
28/10/1963 0 4 31 13
29/10/1963 0 2 33 15
30/10/1963 0 3 33 14
31/10/1963 0 3 32 14
01/11/1963 0 4.3 32 10
02/11/1963 0 2.8 26 12
03/11/1963 0 2.8 29 9
04/11/1963 0 4 27 10
05/11/1963 0 4.2 27 9
06/11/1963 0 4.9 30 10
07/11/1963 3 3.1 20 13
08/11/1963 0 2 20 2
09/11/1963 0 3.9 25 5
10/11/1963 0 3 32 9
11/11/1963 0 4.3 32 10
12/11/1963 0 3.6 29 10
13/11/1963 0 5.6 23 12
14/11/1963 0 5.3 32 12
15/11/1963 0 4.1 31 10
16/11/1963 0 3.4 32 9
17/11/1963 0 1.7 32 11
18/11/1963 0 3.9 33 8
19/11/1963 0 2.2 30 12
20/11/1963 3.5 2.5 31 14
21/11/1963 10 1.1 36 9
22/11/1963 0 2.1 35 13
23/11/1963 0 1.1 31 12
24/11/1963 0 3 30 15
25/11/1963 2 0.9 33 11
26/11/1963 0 5.2 31 12
27/11/1963 0 1.7 30 12
28/11/1963 0 6 31 15
29/11/1963 0 2 32 13
30/11/1963 0 1.1 33 11
01/12/1963 0 1 32 8
02/12/1963 0 2 33 5
03/12/1963 0 2 32 5
04/12/1963 0 6 33 6
05/12/1963 0 5 33 7
06/12/1963 0 3 32 5
07/12/1963 0 3 32 7
08/12/1963 0 1 30 4
09/12/1963 0 5 32 10
10/12/1963 1 5 37 8
11/12/1963 1 5 35 6
12/12/1963 0 2 36 8
13/12/1963 0 4 35 12
14/12/1963 0 4 34 11
15/12/1963 0 3 32 9
16/12/1963 0 5 33 9
17/12/1963 0 2 31 7
18/12/1963 0 3 32 6
19/12/1963 0 3 31 11
20/12/1963 0 2 29 10
21/12/1963 0 3 28 11
22/12/1963 0 2 29 10
23/12/1963 0 4 30 12
24/12/1963 0 3 30 11
25/12/1963 0 3 31 11
26/12/1963 0 3 29 12
27/12/1963 0 5 32 8
28/12/1963 0 3 31 9
29/12/1963 0 3 31 11
30/12/1963 0 4 30 8
31/12/1963 0 3 28 9
01/01/1964 0 2 34 6
02/01/1964 0 1 34 12
03/01/1964 0 5 27 11
04/01/1964 0 2 30 9
05/01/1964 0 2 26 4
06/01/1964 0 2 26 4
07/01/1964 0 4 28 6
08/01/1964 0 5 23 11
09/01/1964 0 2 24 4
10/01/1964 0 2 30 7
11/01/1964 0 4 20 5
12/01/1964 0 4 14 5
13/01/1964 0 3 20 6
14/01/1964 0 1 25 6
15/01/1964 0 3 18 5
16/01/1964 0 3 25 3
17/01/1964 0 6 30 8
18/01/1964 0 3 29 8
19/01/1964 0 1 29 8
20/01/1964 0 5 22 6
21/01/1964 0 3 32 4
22/01/1964 0 3 22 6
23/01/1964 0 6 24 6
24/01/1964 0 1 23 8
25/01/1964 0 5 28 0
26/01/1964 0 2 33 3
27/01/1964 0 3 28 0
28/01/1964 0 2 27 1
29/01/1964 0 3 30 2
30/01/1964 0 2 32 2
31/01/1964 0 4 32 7
01/02/1964 0 5 34 3
02/02/1964 0 3 32 1
03/02/1964 0 5 23 6
04/02/1964 0 4 25 2
05/02/1964 0 2 22 0
06/02/1964 0 6 26 6
07/02/1964 0 3 26 3
08/02/1964 0 6 29 2
09/02/1964 0 2 33 2
10/02/1964 0 6 34 8
11/02/1964 0 6 33 9
12/02/1964 0 3 26 4
13/02/1964 0 4 28 7
14/02/1964 0 3 21 7
15/02/1964 0 4 21 9
16/02/1964 4 4 25 8
17/02/1964 0 2 24 3
18/02/1964 0 4 30 4
19/02/1964 0 4 31 1
20/02/1964 0 5 26 2
21/02/1964 0 5 27 4
22/02/1964 0 1 28 1
23/02/1964 0 2 26 0
24/02/1964 0 9 28 5
25/02/1964 0 6 31 1
26/02/1964 0 5 25 4
27/02/1964 0 4 27 1
28/02/1964 11 7 29 1
29/02/1964 0 4 26 4
01/03/1964 0 3 24 3
02/03/1964 6 3 23 3
03/03/1964 0 6 13 1
04/03/1964 0 2 16 1
05/03/1964 0 5 23 5
06/03/1964 0 5 20 8
07/03/1964 1.5 5 27 4
08/03/1964 0 4.5 22 3
09/03/1964 0 5 25 1
10/03/1964 0 5 33 3
11/03/1964 0 9 34 4
12/03/1964 0 6 30 3
13/03/1964 0 4 33 5
14/03/1964 0 6 35 5
15/03/1964 0 6 32 8
16/03/1964 13 7 33 10
17/03/1964 0 7 26 8
18/03/1964 0 6 33 5
19/03/1964 0 6 33 4
20/03/1964 0 7 27 9
21/03/1964 0 0.5 27 9
22/03/1964 0 7 28 3
23/03/1964 0 8 29 12
24/03/1964 0 4 26 2
25/03/1964 0 6 29 0
26/03/1964 0 5 32 5
27/03/1964 0 5 35 6
28/03/1964 0 5 36 9
29/03/1964 0 7 37 12
30/03/1964 0 7 40 4
31/03/1964 0 6 36 11
01/04/1964 0 9.8 29 5
02/04/1964 0 5.2 25 5
03/04/1964 5 4 25 7
04/04/1964 0 8 26 5
05/04/1964 0 8.8 30 5
06/04/1964 0 9.1 30 6
07/04/1964 0 7 32 6
08/04/1964 0 8.1 32 3
09/04/1964 0 9.9 38 6
10/04/1964 0 10 35 7
11/04/1964 0 7.1 38 6
12/04/1964 0 6.9 38 10
13/04/1964 0 2.9 40 7
14/04/1964 0 11.1 43 9
15/04/1964 0 10.1 47 12
16/04/1964 0 12.8 42 14
17/04/1964 0 12.2 42 12
18/04/1964 0 9.8 34 16
19/04/1964 0 10.9 25 10
20/04/1964 0 7.1 26 3
21/04/1964 0 6.8 22 3
22/04/1964 0 5.3 30 4
23/04/1964 0 4.1 28 10
24/04/1964 0 10.1 25 5
25/04/1964 0 5.8 23 1
26/04/1964 0 11.2 22 1
27/04/1964 0 4.8 31 7
28/04/1964 0 7.1 32 9
29/04/1964 0 4.8 28 6
30/04/1964 0 5 29 10
01/05/1964 0 4.4 31 10
02/05/1964 0 11 31 10
03/05/1964 0 9.7 31 10
04/05/1964 0 8.5 31 7
05/05/1964 0 8.7 31 8
06/05/1964 0 5 27 6
07/05/1964 0 6.6 31 9
08/05/1964 0 7.4 28 1
09/05/1964 0 10.3 30 4
10/05/1964 0 10.6 32 5
11/05/1964 0 9.4 35 8
12/05/1964 0 7.4 38 11
13/05/1964 0 10.4 40 13
14/05/1964 0 13.9 38 15
15/05/1964 0 8.1 39 14
16/05/1964 0 13.6 39 14
17/05/1964 0 12.5 36 11
18/05/1964 0 10.6 33 13
19/05/1964 0 9.2 39 15
20/05/1964 0 14.2 37 14
21/05/1964 0 12.6 40 15
22/05/1964 0 10.2 38 16
23/05/1964 0 5.2 38 17
